Height,Weight,BodyFat,ExerciseWeight
187.3,68.2,24.2,60
190.5,100,25,115
176.4,50,24.2,20
186.7,91.2,18,105
175.2,60.8,17.6,42.5
177.7,102,16.6,115
184.1,85.4,25.4,85
182.8,59.5,19.8,45
187.7,65.4,16.8,62.5
184.1,72.6,23.5,65
178.7,100,30,102.5
190.8,115.6,19.9,147.5
171.8,85,22,77.5
194.5,77.6,21.3,85
190.9,96,10,122.5
177.6,88.8,28.8,82.5
163.4,50,27,20
191.2,86.6,14.6,102.5
190.7,56.6,22.9,45
176.2,65.2,15.7,52.5
178,50,25.9,20
166,50,22.8,20
179.4,50,18.6,27.5
178.9,50,22.2,22.5
176.2,92.9,29.8,87.5
171.1,75.2,20.5,60
171.7,54.4,14.9,30
194.5,111.4,23,140
163.5,78.3,15.3,65
154.3,87.1,16.5,70
168.7,50,16.7,20
183.5,125,22.7,150
189.8,78.4,17.8,85
172.1,60.3,22.2,35
199.5,70,21.3,75
183.6,91.2,21,97.5
181.1,53.9,19.1,35
177.2,66,16.6,55
184.6,75.2,19,75
186,62.3,17.6,55
174.7,73,18.5,62.5
180.5,96.1,22.8,102.5
162.3,85.4,22,70
179.5,109.3,26.4,122.5
200,96.3,19.3,122.5
195.7,92.1,18.2,112.5
194.4,94.9,21,115
174.1,60,22.9,35
167.9,86.8,22.6,77.5
173.2,134.6,18.1,150
172.3,58.4,17.1,37.5
182.4,82.6,22.4,82.5
171.4,86.4,17,82.5
163.6,67,18.7,42.5
197.9,86.9,20.1,105
183.8,64.3,16.2,57.5
195.7,60.2,17.6,60
165.5,87.6,26.6,72.5
188.4,97.5,19.3,115
168,50,16.2,20
176.5,85.9,20.1,85
172.3,61.9,20.4,40
173.7,115.7,19.2,132.5
196.6,99.6,18.8,125
173.8,74.1,24.1,57.5
184.9,93,16.6,107.5
188.4,81,21,85
170.2,90.2,27.6,80
165.5,53,13.3,25
186.3,84,11.2,97.5
174.4,51.1,16,27.5
174.9,56.4,20,32.5
181.1,100.8,27.3,107.5
174.9,99.7,17.6,107.5
168.1,116.2,15.8,132.5
187.4,50,25.1,27.5
180.9,67.3,21.6,55
180.5,75.9,16.8,72.5
191.5,61.9,21.9,55
187.8,53.1,20.5,37.5
185.4,75.6,19.3,75
192.2,68,18.5,67.5
200.8,61.6,24.6,60
155.1,95.7,18.6,85
175.8,66.7,26.6,45
190.1,79.9,20.1,85
172.5,88,13.1,90
180.8,90.6,27.8,90
185.6,67.4,10.7,67.5
175.9,83.8,25.2,75
181.3,82.3,17.4,85
174.8,92.5,19.3,95
176.2,84.2,10.2,90
180.6,73.1,19.2,67.5
182.6,78.4,20.7,75
169.6,85.7,18.7,80
175.1,117,17.8,137.5
180.4,71.8,22.9,62.5
175.8,72.6,17.5,62.5
180.1,63.2,17.5,50
170,100.7,22.7,102.5
171.8,50,14.5,25
182.2,106.4,27.8,117.5
174.6,51.5,10,32.5
164.5,77.1,13.3,65
175.7,83.9,24.4,77.5
184.3,79,11.6,87.5
177.6,60.1,10.9,50
163.7,91.3,20.2,82.5
183.3,64.5,18,55
156.4,122.4,19.6,130
182.5,100.4,12.3,120
177.7,75,24.6,62.5
183.3,50,17.3,32.5
189.5,76.3,20.3,80
180,68.9,12.7,65
184,50,21.8,27.5
176.2,50,21.7,22.5
172.8,50,17,22.5
189.6,72.8,16.8,75
170.4,101.7,20.8,105
175.6,67.2,22.3,50
193,76.6,21.9,80
180.5,109.2,22.2,125
193.2,76.1,17.3,85
179.9,86.9,18.9,90
158.4,54.9,23.3,20
177.1,70.4,14.8,62.5
190.7,69,22.9,65
175.1,67,27.7,45
190.6,81.5,27.7,82.5
174.9,52,19.4,25
174.2,111.6,22.7,125
198.3,99.9,17,130
167.4,96.4,13.8,100
204.4,61.7,24.7,62.5
167.1,93.3,14.3,95
167.4,88.8,20.3,82.5
169.3,58.3,23,30
183.6,112.7,19.3,137.5
202.7,76.3,15.4,95
196.3,120.5,16,150
189.3,98.3,20.7,115
184.2,64.6,24.6,50
187,91.3,21.6,100
182.8,98.4,26.5,105
180.6,92.5,11.5,107.5
177.3,79.8,26.9,70
179.8,82.7,26.5,75
169.2,65.8,22.8,42.5
182.9,95.4,15,110
172,56.4,26.2,25
174.5,74.3,10,72.5
180.6,88.2,19.9,92.5
182.1,90.7,15.5,100
196.4,65.6,17.4,70
189.6,50,22.2,32.5
178.9,50,25.7,20
184.1,50,20.3,30
183.1,79.7,23.3,77.5
179.6,69.6,13.6,65
165.5,126.1,25.3,140
165.5,88.2,14.9,82.5
169.5,72.2,28.9,47.5
169.2,51.5,15.1,25
170.2,71.1,18.9,55
190.1,81.3,21,87.5
201.7,66.2,15.2,77.5
178.3,112.5,10.1,140
176,53.5,20.8,27.5
171.9,60.6,22.6,35
176.9,62.6,27,40
197.4,50,22.3,40
184.6,94.6,24,102.5
176.1,81.5,20.5,75
174.4,55.1,17.9,32.5
166.9,86,14,82.5
179.5,86.3,25.7,82.5
176.7,79.7,15.4,77.5
186.4,70.2,22.7,65
181.1,97.5,14.4,112.5
196.2,50,10.5,47.5
196,53.1,10,52.5
187.7,76.5,22.3,75
181.3,84,30,77.5
166.8,79.8,22.1,65
175.3,84.1,10.4,87.5
177,80,24.9,70
175.6,106.4,26.7,112.5
189,77.1,19.3,80
187.7,111.2,15.5,140
189.2,91.7,18.6,105
196.8,58.7,17.7,57.5
194.4,98.9,16.2,125
154.9,50,14.2,20
184.1,50,24.9,25
180.7,73,18.2,67.5
176.7,66.5,22,50
197.5,71,17.9,77.5
183.7,77.3,21.8,75
177.3,124.8,13.7,150
164,67,11.8,47.5
187,66.1,22.8,57.5
184.6,85.4,12.7,97.5
203.7,81.5,22.1,97.5
185,75,17.9,75
176.4,89.1,30,82.5
162.6,50,12.8,20
168.4,139.9,22.4,150
179.9,102.5,19.8,115
179.2,83,28.5,75
192.6,83.8,17.4,97.5
182.4,68.5,16,62.5
169.4,84.4,14.7,80
165.5,74.9,12.3,62.5
182,54.5,14.6,40
176.3,50,18.5,25
173.1,77.4,26.8,62.5
198,92.2,25.3,110
184.9,71.4,25.3,62.5
187.5,50,20.5,32.5
201.8,76.2,21.8,87.5
180.8,99,25.6,105
173.3,60.3,16.2,42.5
190.2,56.6,10,55
174.3,86.2,21.8,82.5
188.4,83,23.6,87.5
160.3,78.6,24.1,55
187,82.1,16.6,90
180.3,113.2,19.2,135
197.3,70.4,19.7,75
190.7,89.7,21,102.5
169.3,82.6,16.6,75
177.8,96.9,14.9,107.5
197.7,70.2,14.3,80
177.7,108.3,12.9,130
204.9,119,22.8,150
182.4,50,13.7,32.5
197.4,83.6,17.3,100
184.3,100.2,16.9,117.5
173.1,83.4,24.4,72.5
191.2,67.2,21.4,65
202.6,86.3,23.4,105
178.8,84.3,13,90
184.7,82.6,13.1,92.5
193,74.6,20.4,80
209,71.6,20.6,87.5
195.1,69.4,30,62.5
168.5,54.3,14.3,27.5
167.5,88,16.8,82.5
174.1,66.7,20.2,50
185.8,62.2,16.3,55
201.3,80.3,24.8,92.5
179.5,53.3,19.7,32.5
184,50.5,16.7,32.5
187.9,104.2,19.3,125
173.8,62.6,13.5,47.5
167.4,57.4,18.2,30
177.6,130.8,17,150
164.3,52.5,21.1,20
179.5,62,24.9,42.5
174.9,81.6,25.7,70
182.4,60.4,21.4,45
171.2,50,17.9,20
182.9,53.3,14,40
182.5,79.5,19.4,80
193.5,92.3,26,105
181.8,94.6,23.1,100
170.4,70.6,21.8,52.5
178.2,116.4,11,145
210.6,100.3,26.9,132.5
195.2,74.6,16.7,85
169.9,86.2,16.3,82.5
178.3,73.2,17.5,67.5
184.1,107.8,18.1,130
181.8,77.7,30,67.5
183.5,77.7,20.7,75
177.3,65.1,13.2,55
172,87,29.1,75
180.5,82.6,15.7,85
179.2,62.3,27.2,40
190.7,56.9,17.9,50
169,63.8,20.8,40
174,98.8,21.5,102.5
214.6,93.5,21.7,127.5
175.2,91.1,22.5,90
173.1,127.8,20.7,150
190.8,81.3,15,92.5
181.4,74,15.8,72.5
175.4,115.9,17,137.5
181.8,92.7,19.8,100
188.3,81.9,25,82.5
172.1,119.6,25.2,132.5
171.2,99.3,21.1,102.5
189,104.1,30,117.5
176.6,133.3,21.1,150
184.4,50,13,35
171.8,75.7,15,67.5
187.7,97.8,22.9,112.5
183.5,50,18,30
203.6,56.1,19.2,57.5
166.1,92.2,22.7,85
176.2,90.9,15,97.5
186.6,98.4,22.2,112.5
171.5,79.7,22.4,67.5
188.1,76.6,16,82.5
179.1,96.1,26.3,97.5
172.3,77.5,19.5,67.5
184.1,97.8,20.1,110
177.4,69.6,18.9,57.5
179.3,93.7,20.6,100
177,106.5,23.5,117.5
181.5,125.2,16,150
179.7,60.2,20.2,42.5
196.1,104.5,20.3,132.5
171.2,64.4,15.7,47.5
180.2,131.1,14,150
176.9,80.5,12,82.5
164.9,66.2,21.9,40
175,89,22,87.5
190.2,96.5,23.1,112.5
179.8,50,18.1,27.5
183.6,101.2,18.8,117.5
188,99.4,22.9,115
192.1,80.4,16.6,90
173.5,67.8,21,50
183.5,85.4,19.6,90
182.5,93.3,23.3,100
177.2,58.1,23,35
185.9,65.6,19.4,57.5
203,103.2,11.3,142.5
192.7,100.7,27.1,117.5
190.4,57,18.3,47.5
187.8,92.4,21.2,105
191,101.5,19.6,122.5
178.9,50,15.4,30
182,101.8,25.2,112.5
181.9,71.5,15.7,67.5
176,90.9,18.4,95
191.6,87.3,16.6,102.5
194.1,50.6,22.1,37.5
201.2,85.3,26.1,100
161.6,88.4,20.2,75
167.9,74.6,30,50
166.8,65.2,14.9,45
184.2,88.4,23.2,92.5
191,78.5,22.1,82.5
189.1,62,24.6,50
194.8,114.8,22.1,147.5
171.7,58.6,19.5,35
190.2,105.8,14.7,135
173,61.6,23.9,37.5
165.2,68.8,15.3,50
172.6,110.2,15.5,125
173.8,66,16.2,52.5
185.4,110.4,11.5,140
177.2,100.2,19.5,110
178.6,70.3,25.8,55
172.1,50,18.6,20
173.9,70.4,24.9,52.5
179.4,87.7,19.3,90
181.2,83,17,85
183.4,104.8,16.2,125
166,84,21.1,72.5
185.8,94.9,24.3,105
181.8,105.6,10,130
166.3,83,24,67.5
186.6,84.1,26.4,85
157.5,71.9,21.5,42.5
172.9,68.4,24.8,47.5
177,50,22.9,22.5
172.3,66.3,26.3,42.5
172.8,63,19.6,42.5
207.5,58.6,24.1,60
175.5,101,15.1,112.5
174.6,87.3,21.4,85
185,80.5,24.7,77.5
180.3,79.4,10.4,85
187.9,79.4,21.4,82.5
188.3,89.2,13.1,105
178.8,118.9,17.4,145
188.4,113.2,19,142.5
174.5,97.5,14.4,107.5
173.8,120.5,20.5,140
181.2,50,22.5,25
174.1,113.9,19.1,130
183.6,95.9,30,100
186.1,77,24.3,75
163.1,71.5,19.3,50
183,61.4,10.8,55
170.6,76.5,19.1,65
186.9,61,15.5,55
174.9,59.5,17.6,40
193.9,86.9,12.2,107.5
182.8,77.5,20.5,75
184.3,62.8,10.3,60
181.3,80.4,23.8,75
171,89.2,21.5,85
182.4,62.2,16.6,52.5
168,93.4,24.1,87.5
162.8,103.2,13.9,107.5
185.9,111.2,21.8,135
170.2,78.2,10,75
182.7,77.6,14.5,80
185.1,91.8,19.7,102.5
185.3,73.8,16.3,75
171.6,61.8,22.5,37.5
183.9,77,21.2,75
168.3,50,26.4,20
195,64.5,17,67.5
157,70,16.5,45
192.1,121.3,14.2,150
177.6,55.6,18.6,35
167.9,84.2,25.2,70
177.1,50,19.8,25
180.6,83.7,13.2,90
173.1,96.6,24.1,95
186.3,83.2,15.5,92.5
182.1,82.7,19.4,85
175.3,90.2,21.1,90
180.9,86.4,26.9,82.5
173.1,81.5,24.3,70
205.9,102.5,28.7,130
202.7,102.3,23,132.5
196.4,50,27,35
187.1,50,21.9,30
163.5,89.9,22.7,77.5
164,73.7,17.6,55
190.3,63.5,18.6,60
178.5,56.5,16.9,40
187.1,134.2,12.9,150
187.8,62.8,21.5,52.5
174.5,76.1,19.2,67.5
178,87.5,15.2,92.5
202.1,111.3,19.6,150
176.3,82.4,16,82.5
193.5,74.9,15.5,85
178.2,50,20.2,25
181.4,54.5,14.5,40
178.9,83.7,19.1,82.5
190.1,98.7,18.3,120
173.1,123.8,21.6,145
182.8,101,12.1,122.5
159.5,90.6,26.5,72.5
174.3,71.1,16.7,60
176.9,80.2,20.6,75
176.8,70.1,20.2,57.5
171.1,62.8,17.7,42.5
156.8,87.3,15.4,75
184.8,83.6,21.6,85
180.4,109.1,18.4,127.5
180.8,92.5,28.4,92.5
188.3,78.5,24.7,77.5
163.4,94.7,21.2,87.5
158.7,88.1,16,77.5
193,86.3,20.4,100
170.2,105.3,16,115
181.4,110.5,18,132.5
172.9,77.1,18.1,67.5
168.5,67.7,16.1,50
168.5,95.6,16.2,97.5
172,56.2,18,32.5
195.4,50,19.9,40
201.7,101.2,30,122.5
187.7,94.6,24,105
195.6,79.9,10.1,100
181.8,75.6,16.5,75
166.5,55.9,15.5,27.5
197.9,68.1,24.7,67.5
187.2,90,19,102.5
178.1,92.7,29,90
175.5,85,19.8,82.5
182.8,64.5,18.8,55
167.4,82.4,24.4,67.5
183.6,78.3,16.7,80
183.5,50,17.4,32.5
184.9,78.8,28.2,72.5
171.2,80.2,22,67.5
167.1,66.1,15.8,47.5
186.3,92.5,24.2,100
185.3,97.7,19.7,112.5
165.6,58.1,30,20
177.2,72.9,15.7,67.5
174.7,74.4,23.4,60
174.6,66.7,26.9,45
182.1,113.2,22,135
189.8,99.8,18.8,120
202.8,93.9,19.4,120
192.1,79.5,16.8,90
185.6,50,30,22.5
180.4,96.9,17.7,107.5
169.2,81.6,21.2,70
181.1,79.1,26.7,70
177.8,53.1,18.3,30
197.8,72.7,26,75
189.8,94.3,20.5,110
179.2,117.6,10,150
186.7,90.3,20.5,100
169.9,106.4,10.7,122.5
164.8,50,27.5,20
181.6,81.3,20.8,80
188.6,100.8,17.5,122.5
163,56.5,21.9,22.5
192.2,94.5,19.4,112.5
178.8,91.7,25.6,92.5
189,70.2,25.2,65
177.7,50,16.4,27.5
198.1,84.7,18.3,102.5
180.1,79.6,28,70
172,75,28.8,55
184.5,69.7,13.9,70
181.2,60.8,22.6,42.5
174.7,103,16.6,115
171.5,73.7,11.7,67.5
191.5,67.6,15.6,70
178.9,98.8,25.2,105
190.2,93.2,21.4,107.5
181.8,50,22.4,25
180.7,62.7,21.2,47.5
179.3,116.2,23.9,135
186.1,105.5,24.8,122.5
186.5,94.6,27.3,102.5
179.6,98.2,23.4,105
186.5,88.8,15.7,102.5
195.2,84,22,95
166.5,66.6,25.4,37.5
183.1,69,23.1,57.5
173,83,20.5,75
171.1,90.7,23.1,85
161.8,68.9,23.7,40
183.9,75.3,17.7,75
177.1,86.1,27.7,77.5
179.3,84.6,14.8,90
185,75.7,25.2,70
185.2,50,24.3,27.5
181.2,87.3,21,90
202.9,60.8,11.1,72.5
176.2,69.9,21.2,55
175.9,103.5,20.8,112.5
182.6,75.8,15.9,75
168.7,78.5,19,65
171.9,50,22.9,20
179.2,83.9,22.7,80
188.2,98.4,28.3,107.5
177.3,65.7,22.7,47.5
174.7,50,13.7,27.5
174,87.7,27.7,80
185.7,98.3,18.9,115
181.4,50,14.2,32.5
179.8,89.7,23.8,90
164.8,105.5,23.2,105
160.8,86.9,21.3,72.5
189.9,94.4,25.3,105
177.6,55.3,21.5,32.5
193.3,68.6,28.3,62.5
181.5,88,18.8,92.5
177.8,112.3,26.3,125
186.8,96.6,20.3,110
172.7,71.3,20.2,55
177.5,69,11,65
184.5,117.7,18.6,147.5
179.1,110,23.4,125
167.7,70.7,19.1,52.5
168.5,67.1,15.2,50
189.8,76,24.9,75
178.4,114.7,18.9,135
153,95.7,22.8,77.5
190.2,89,23.6,97.5
163.8,59,20.5,27.5
184.3,92.2,12.7,107.5
193.5,130.1,17,150
167.1,74.9,14.8,62.5
183.2,80,10,87.5
173.4,73.7,24.8,57.5
196.4,75.1,25.9,77.5
181.6,136.7,17,150
179.9,57.8,28.8,32.5
161.7,50,19.3,20
170.7,74.3,18.8,60
170.6,92,12.2,97.5
170.8,78.4,27.8,60
186.5,122.7,22.2,150
181,55.9,23.3,35
192.3,59.2,20.4,52.5
177.8,118.1,10,150
177.6,110.3,26.5,122.5
168,85,24.3,72.5
174.7,65.5,21.8,47.5
181.8,92.5,17.1,102.5
186.9,85.1,27.6,85
182.3,87,25.5,87.5
184.6,85.7,17.2,92.5
174,94.1,18,97.5
171.9,56.9,19.6,32.5
174.3,145,17.7,150
161.7,94,27.1,80
175.4,86.9,17.6,87.5
175.6,80.9,21.9,72.5
193.8,80.5,21.3,90
172.8,100.2,15.8,110
166.8,101.1,21.6,100
197,68.8,15.4,77.5
170.4,108.2,20.5,117.5
187.4,63.1,17.3,57.5
186,73.7,20.3,72.5
160,87.4,10,82.5
195.1,87.2,30,95
179.6,88.1,20.4,90
184.9,66.2,20.7,57.5
176.3,75.1,20.9,65
176.1,82.6,24.3,75
192.2,113.2,14.5,150
183.3,106.3,10.9,132.5
189,109.6,22.7,132.5
201.9,50,19.4,45
192.7,92.1,25.1,105
202,58.3,29.9,50
182.2,50.8,17.5,32.5
164.3,72.5,12,57.5
157.9,50,10,20
180.7,87.7,24.4,87.5
164.4,90.9,26.2,77.5
170,72.4,18.1,57.5
166.3,97.7,17.6,97.5
181.7,108.7,13.3,132.5
170.9,86,10,87.5
191,87.2,24.5,95
178,55.2,19.7,32.5
171.2,62.2,25.7,35
174.8,81.7,25.1,72.5
184.1,103.9,20.8,120
181.4,67.3,18.1,57.5
172.5,66.8,15.5,52.5
182.3,75.9,19,72.5
191.8,69.4,19.7,70
181.4,50,21.1,27.5
165.6,86.5,23.1,72.5
176.4,78.2,19.1,72.5
171.1,65.4,24.4,40
157,106.1,24.5,97.5
180.3,78.3,24.5,70
175,76.2,15.9,70
165.4,59.6,20.2,30
197.8,99,16.9,127.5
166.7,111.1,14.6,122.5
161.1,82.2,18.9,65
177.8,94.4,23.6,97.5
187.3,84,24.1,87.5
187.6,50.9,12.3,40
194.7,50,24,35
179.5,87.8,23.3,87.5
174.5,86.6,21.9,82.5
167.9,101.3,28.4,95
191,114.3,17.1,147.5
181.8,97.2,22.7,105
181,50,10.6,35
186,70.1,29.1,57.5
164.3,94.2,20.1,87.5
156.2,66.7,25,30
182.2,64.9,19.8,52.5
184.1,87.4,19.7,92.5
159.3,111.9,22.8,112.5
180.7,61.2,19.7,45
171.2,96.8,18,100
177.7,78.6,17.2,75
182.9,82.2,19.3,85
178.7,76.2,26.2,65
174.7,72.3,21.3,57.5
173.6,82.1,19.6,75
171,89.6,15.6,90
186.9,103.6,16.6,125
177.1,72.3,20,62.5
200.6,50,19.2,45
205.3,82.8,17.7,105
178.8,84.2,19.9,82.5
183.7,101.5,18.5,117.5
194,77.7,18,87.5
177.1,74,26.9,60
174.8,76.6,15.1,72.5
181.5,76.5,26.1,67.5
180.8,68.6,18.8,60
190.1,56.1,28.5,37.5
194.4,59.5,25.8,50
174.5,107.8,15,125
179.5,68.2,15.9,60
170.5,53.9,21.1,25
162.6,72,18.2,50
185.5,88.8,22,95
194.5,71.3,21.8,72.5
192.3,117.8,17.6,150
180.3,102.8,21.8,115
188.1,67.3,15.8,65
181.6,71.2,16.7,67.5
165.6,87.4,12.6,85
188,85.4,18.9,95
175.4,106.5,18.8,120
164.4,68.8,24.6,40
177.6,78.5,19.9,72.5
188.5,87.5,16.9,100
176.8,88.5,11.3,97.5
170.5,69,18.6,52.5
176.6,102.3,21.8,110
181.5,126.7,21.5,150
183.6,88.2,25.6,90
196.7,68.9,17,75
173.2,86.2,11.1,90
196.3,80.6,14.4,97.5
183.8,111.5,18.5,135
168.9,55.5,17.5,27.5
178.7,89.2,25.2,87.5
185.8,100.9,14.6,122.5
207.1,74.3,25,87.5
182,66.5,30,47.5
200.1,78.2,19.8,92.5
176.9,78.4,13.2,77.5
165,64.1,27.3,32.5
175.2,102.9,25.8,107.5
174.5,68.3,17.2,55
188.7,65.3,11.2,67.5
175.6,96.3,20.1,100
176.5,50,18,25
179.9,101.3,24,110
181.5,77.2,24.6,70
189.9,70.3,17.8,70
195.1,50,18.1,40
190.3,80.9,22.8,85
163,50,23,20
167.7,66.1,23.1,40
179.5,79.1,21.7,75
186.3,50,27.1,25
158.9,53.5,14.2,20
180.9,64.1,26.7,45
200.1,82.4,20.4,97.5
181.4,50,10,35
182.7,63.2,15.6,55
185.3,80.4,23.9,80
174.9,95.3,14.9,102.5
178.7,57.5,21.9,37.5
160.2,101.3,17.7,97.5
173.6,111.5,17.1,127.5
181.8,76,15.1,75
166.6,72.7,18,55
198,57.8,26.7,50
173,87.5,19,85
175.6,81.3,28.5,67.5
177.1,100.3,23.8,105
173.2,90.6,23.9,87.5
173.9,96.8,15.4,105
179.6,63.7,17.5,52.5
169,55.5,16,30
186.7,77.1,19.8,77.5
176.2,63.8,21.2,45
178.7,105.5,26.6,115
175.3,97.6,15.2,107.5
194.4,96.8,10,127.5
180.3,114.5,29.1,127.5
184.3,75.6,23.3,70
189,70.7,26.5,62.5
167.3,50,26,20
171.9,53.8,27.9,20
182.2,87.5,28.1,85
191.1,85.4,14.4,100
190.7,99.7,15,125
169,50,18.4,20
177.9,50,23.2,22.5
190.3,63.7,22.7,55
180.2,77.8,18.4,75
182,75,20.5,70
179.7,81.7,22,77.5
189.8,50,25.3,30
170.2,79.4,20.4,67.5
175.4,81,21.5,75
187.2,50,17.9,35
158.1,100.4,14.8,97.5
179.5,99.9,24.2,107.5
180.4,96.7,13.6,112.5
192.5,88.9,12.6,110
185.8,61.8,11.5,57.5
194.2,83.1,19.6,95
189.6,117.3,21,147.5
182.9,85.6,19.5,90
182.3,71.4,23.1,62.5
181.9,105.2,20.4,122.5
173.4,89.8,21.7,87.5
176.3,74.1,30,55
175.3,73,21.3,60
178.7,99.5,12.7,115
174.7,67.9,24.5,47.5
177.2,72.4,25.8,57.5
185.7,75.5,25.3,70
170.1,94.8,23.7,90
164,52.2,12.2,22.5
185.4,118.7,17.9,150
179.4,60.2,24.6,40
174,50,26.2,20
176,106.6,13.8,125
175.1,71.9,23.8,55
188.8,67.7,19,65
170.8,96.2,13.6,102.5
144,85.9,23.9,52.5
168.9,89.3,18,85
177.2,89.1,18,92.5
180.8,57.4,20.1,40
200.1,97.9,27.1,120
185.4,88.5,21.1,95
173,65.5,17.8,47.5
173.7,82.8,17.5,80
186.8,68,22.3,60
162.7,79.3,18.9,62.5
181,99.4,18,112.5
168.8,92,25.4,82.5
171.6,102.8,25.3,105
177.9,72.4,20.4,62.5
167.6,61.9,20.3,35
173.4,70.5,24.2,52.5
181.1,74.1,25,65
188,94.2,24.7,105
182.7,60.5,16.5,50
168.7,69,18.8,50
172.3,72.6,13.9,62.5
177.3,74.5,21.1,65
171.8,105.6,17,117.5
172.6,97.4,29.2,92.5
183.4,75.7,16.9,75
186.7,60,22.9,47.5
190.8,87.9,17.5,102.5
168.4,53,10,30
176,53.5,13.1,35
177.7,72.8,20.9,62.5
154.5,83.8,18.4,62.5
175.6,87.7,17.1,90
172.6,72.3,20.2,57.5
186.9,77,17.8,80
197.4,97.2,18.9,122.5
171,69.4,30,42.5
191,99.4,21.9,117.5
195.5,92,17.3,112.5
187.2,97.2,20.6,112.5
182.9,50,24.5,25
174.8,98.7,30,95
167.6,96.3,23.6,92.5
181.9,63.3,26,45
174.9,76.9,16.7,70
178.9,81.9,25.2,75
182.9,50,15.7,32.5
178.2,50,24.5,20
175.6,84,18.3,82.5
163.9,96.1,24.9,87.5
171.2,114.5,19.6,130
201.2,56.4,23,52.5
185.9,100,23.4,112.5
178.4,85.1,20.1,85
164.9,69.2,18.3,47.5
178.9,52.2,30,20
184.9,103.2,17.8,122.5
193,56.1,28.7,40
174.7,79.5,19.1,72.5
185.3,101.6,21.4,117.5
179.3,67.2,13,60
158.9,50,14.5,20
163.4,78.9,21.1,60
181.9,100,14,117.5
180.7,87.7,22,90
196.2,60.4,24.9,52.5
178.4,80.6,10,85
189.1,69.4,13.4,72.5
180.5,73.2,10.6,75
178.5,57.6,14,42.5
167.3,80.6,12.1,75
192.3,89.9,22.2,102.5
157.7,75.5,27.1,45
188,53,21.6,37.5
164.9,88.4,17.1,82.5
177,83.4,26.5,75
174.7,95.9,16.5,102.5
180,82.5,19.6,82.5
189.6,85.4,11.6,102.5
190.2,75.7,25.5,75
162.2,65.9,22.8,35
183.1,84.4,15.4,92.5
174.8,69.3,22.2,52.5
173,82.2,29.7,67.5
164.4,74.8,14.5,60
170.3,55.5,16.1,30
171.9,93.9,26.2,90
177,50,17.5,25
181,89.9,22.7,92.5
184.9,81.6,15.2,87.5
175.1,106.6,20.7,117.5
175.7,60.5,26.3,35
178.8,114.9,20.4,135
180,94.3,21.8,100
172.9,89.2,24.3,82.5
168.4,72.8,18.5,57.5
192.6,77,19.4,82.5
170.9,114.1,21.7,125
184.6,110.9,18.4,135
171,76.2,16.4,67.5
172.5,74.3,26.6,55
191.3,92.6,15,112.5
177.5,120,19.8,142.5
180.5,89.7,25.4,90
189.9,97.7,20.7,115
197.2,76.7,13.9,92.5
191.4,55.4,16.4,47.5
184.1,68.9,16.2,65
187.2,63.1,29.7,47.5
179.9,79.1,16.1,80
162.1,75.8,14.7,60
182.8,77.3,20.5,75
183.1,53.6,11.8,42.5
175.9,68,14.7,57.5
174.9,71.7,30,50
203.4,81.5,10.6,107.5
171,94.2,20.8,92.5
179.6,64.8,25.4,47.5
186.3,67.5,19.3,62.5
167.8,71.6,14.3,57.5
176.5,78.3,13.7,77.5
184.9,58.7,22.4,42.5
171.6,112.9,18.5,127.5
169.1,57.6,21.3,30
191.3,64.2,10.7,67.5
185.4,82.3,15.3,90
160,80.1,24.8,57.5
174.9,70.6,20.5,57.5
195.7,74.4,24.2,77.5
165.1,91.5,21,82.5
191.7,99.5,15.8,125
181.7,85.6,16.2,92.5
178.5,68.5,25.1,52.5
162.8,70.3,25.4,42.5
182.1,75,26.7,65
177.2,50,20.9,22.5
186.8,67,22.1,60
181.8,74.7,21.1,70
176.8,64.5,27.2,42.5
192.3,96.8,24.6,112.5
177.5,130.8,11,150
185,73.3,20.1,70
192.8,91.7,28.8,100
177.8,101.2,16.4,115
164.3,56.7,23.3,22.5
190.6,80.8,25.6,82.5
175.5,61.2,18.3,42.5
186.3,75,17.6,75
175.5,81.1,19.5,75
173,60.3,17.7,40
176,129.4,16.4,150
172.6,121,19.9,140
169.8,55.9,27,22.5
182.3,78.2,14.4,80
174.8,98.8,24.4,100
197.7,98.6,15,127.5
170.2,50,17.9,20
196.7,84.4,18.6,100
167.3,50,23.3,20
181.6,103.4,24,115
185.7,90.1,18.2,100
188.2,116.1,15.8,150
172.8,50,23.1,20
172.6,75,16.1,65
174.5,70.3,27.3,50
175.7,66.9,20.6,50
166.5,96.7,15.6,97.5
182.3,87.2,28.3,85
168.2,70.6,26.3,45
178,105.7,21.4,117.5
173.2,124.6,17.5,150
181.2,59.7,17.4,45
174.9,79,23,70
190.4,95.1,13.3,117.5
180,109.7,17.4,130
170.5,61.3,23.3,35
180.5,95.4,29.2,95
189.4,50,22,32.5
194.2,85.1,22.7,95
187.1,85,28,85
179.5,61,11.9,52.5
180,84.2,22.8,82.5
179.2,61.9,10,55
183.6,108.5,19.3,130
191.5,58.5,25.8,45
167.6,114.2,21.1,125
186,104.5,21.3,122.5
161.3,84.4,21.6,67.5
177.1,69.5,19.3,57.5
174.5,76.1,20.5,65
166.7,75.8,27.5,52.5
180.1,68.9,12.5,65
180.8,66,21.3,52.5
191.9,69.4,18.3,70
180.2,86.4,22.1,87.5
185.6,103.3,29.8,112.5
173.2,67.5,14.4,55
176.2,86.6,13,92.5
